No	class	name	modifier	type	prm_name	ja	en
505	ComplexTool	intValue	get	returns			
506	ComplexTool	doubleValue	get	desc		64ビット実数に変換	
507	ComplexTool	doubleValue	get	returns			
508	ComplexTool	clone		desc		ディープコピー	
509	ComplexTool	clone		returns			
510	ComplexTool	toString		desc		文字列化	Convert to string.
511	ComplexTool	toString		returns			
512	ComplexTool	rand	static	desc		ランダムな値を作成	
513	ComplexTool	rand	static	returns			
514	ComplexTool	randn	static	desc		正規分布に従うランダムな値を作成	
515	ComplexTool	randn	static	returns			
516	ComplexTool	equals		desc		等式	
517	ComplexTool	equals		param	number		
518	ComplexTool	equals		param	epsilon	誤差を実数で指定	
519	ComplexTool	equals		returns	epsilon	A === B	
520	ComplexTool	real	get	desc		実部	
521	ComplexTool	real	get	returns		real(A)	
522	ComplexTool	imag	get	desc		虚部	
523	ComplexTool	imag	get	returns		imag(A)	
524	ComplexTool	norm	get	desc		ノルム	
525	ComplexTool	norm	get	returns		|A|	
526	ComplexTool	arg	get	desc		偏角	
527	ComplexTool	arg	get	returns		arg(A)	
528	ComplexTool	getDecimalPosition		desc		実部、虚部を表す際の小数点以下の桁数	
529	ComplexTool	getDecimalPosition		returns		小数点の桁数	
530	ComplexTool	add		desc		加算	
531	ComplexTool	add		param	number		
532	ComplexTool	add		returns	number	A + B	
533	ComplexTool	sub		desc		減算	
534	ComplexTool	sub		param	number		
535	ComplexTool	sub		returns	number	A - B	
536	ComplexTool	mul		desc		乗算	
537	ComplexTool	mul		param	number		
538	ComplexTool	mul		returns	number	A * B	
539	ComplexTool	dot		desc		ドット積	
540	ComplexTool	dot		param	number		
541	ComplexTool	dot		returns	number	A * conj(B)	
542	ComplexTool	div		desc		割り算	
543	ComplexTool	div		param	number		
544	ComplexTool	div		returns	number	A / B	
545	ComplexTool	mod		desc		割り算の正の余り	
546	ComplexTool	mod		param	number	複素数を含まない数値	
547	ComplexTool	mod		returns	number	A mod B	
548	ComplexTool	inv		desc		逆数	
549	ComplexTool	inv		returns		1 / A	
550	ComplexTool	sign		desc		符号値	
551	ComplexTool	sign		returns		"[-1,1] 複素数の場合はノルムを1にした値。"	
552	ComplexTool	compareTo		desc		値同士を比較	
553	ComplexTool	compareTo		param	number		
554	ComplexTool	compareTo		param	epsilon	誤差を実数で指定	
555	ComplexTool	compareTo		returns	epsilon	A > B ? 1 : (A === B ? 0 : -1)	
556	ComplexTool	max		desc		最大値	
557	ComplexTool	max		param	number		
558	ComplexTool	max		returns	number	"max([A, B])"	
559	ComplexTool	min		desc		最小値	
560	ComplexTool	min		param	number		
561	ComplexTool	min		returns	number	"min([A, B])"	
562	ComplexTool	clip		desc		数値を範囲に収める	
563	ComplexTool	clip		param	min		
564	ComplexTool	clip		param	max		
565	ComplexTool	clip		returns	max	"min(max(x, min), max)"	
566	ComplexTool	isInteger		desc		整数を判定	
567	ComplexTool	isInteger		param	epsilon	誤差を実数で指定	
568	ComplexTool	isInteger		returns	epsilon		
569	ComplexTool	isComplexInteger		desc		複素整数（整数も含む）を判定	
570	ComplexTool	isComplexInteger		param	epsilon	誤差を実数で指定	
571	ComplexTool	isComplexInteger		returns	epsilon	real(A) === 整数 && imag(A) === 整数	
572	ComplexTool	isZero		desc		0 を判定	
573	ComplexTool	isZero		param	epsilon	誤差を実数で指定	
574	ComplexTool	isZero		returns	epsilon	A === 0	
575	ComplexTool	isOne		desc		1 を判定	
576	ComplexTool	isOne		param	epsilon	誤差を実数で指定	
577	ComplexTool	isOne		returns	epsilon	A === 1	
578	ComplexTool	isComplex		desc		複素数（虚部が0以外）を判定	
579	ComplexTool	isComplex		param	epsilon	誤差を実数で指定	
580	ComplexTool	isComplex		returns	epsilon	imag(A) !== 0	
581	ComplexTool	isReal		desc		実数を判定	
582	ComplexTool	isReal		param	epsilon	誤差を実数で指定	
583	ComplexTool	isReal		returns	epsilon	imag(A) === 0	
584	ComplexTool	isNaN		desc		非数を判定	
585	ComplexTool	isNaN		returns		isNaN(A)	
586	ComplexTool	isPositive		desc		実部の正数を判定	
587	ComplexTool	isPositive		returns		real(x) > 0	
588	ComplexTool	isNegative		desc		実部の負数を判定	
589	ComplexTool	isNegative		returns		real(x) < 0	
590	ComplexTool	isNotNegative		desc		実部の非負値を判定	
591	ComplexTool	isNotNegative		returns		real(x) >= 0	
592	ComplexTool	isInfinite		desc		無限を判定	
593	ComplexTool	isInfinite		returns		isInfinite(A)	
594	ComplexTool	isFinite		desc		有限数を判定	
595	ComplexTool	isFinite		returns		!isNaN(A) && !isInfinite(A)	
596	ComplexTool	abs		desc		絶対値	
597	ComplexTool	abs		returns		abs(A)	
598	ComplexTool	conj		desc		共役複素数	
599	ComplexTool	conj		returns		real(A) - imag(A)j	
600	ComplexTool	negate		desc		負数	
601	ComplexTool	negate		returns		-A	
602	ComplexTool	pow		desc		累乗	
603	ComplexTool	pow		param	number		
604	ComplexTool	pow		returns	number	"pow(A, B)"	
605	ComplexTool	square		desc		2乗	
606	ComplexTool	square		returns		"pow(A, 2)"	
607	ComplexTool	sqrt		desc		平方根	
608	ComplexTool	sqrt		returns		sqrt(A)	
609	ComplexTool	log		desc		対数	
610	ComplexTool	log		returns		log(A)	
611	ComplexTool	exp		desc		指数	
612	ComplexTool	exp		returns		exp(A)	
613	ComplexTool	sin		desc		sin	
614	ComplexTool	sin		returns		sin(A)	
615	ComplexTool	cos		desc		cos	
616	ComplexTool	cos		returns		cos(A)	
617	ComplexTool	tan		desc		tan	
618	ComplexTool	tan		returns		tan(A)	
619	ComplexTool	atan		desc		atan	
620	ComplexTool	atan		returns		atan(A)	
621	ComplexTool	atan2		desc		atan2	
622	ComplexTool	atan2		param	number	実数で指定。省略時は、本オブジェクトの偏角を返す。	
623	ComplexTool	atan2		returns	number	"atan2(Y, X)"	
624	ComplexTool	sinc		desc		正規化 sinc	
625	ComplexTool	sinc		returns		sinc(A)	
626	ComplexTool	floor		desc		floor	
627	ComplexTool	floor		returns		floor(A)	
628	ComplexTool	ceil		desc		ceil	
629	ComplexTool	ceil		returns		ceil(A)	
630	ComplexTool	round		desc		四捨五入	
631	ComplexTool	round		returns		round(A)	
632	ComplexTool	fix		desc		整数化	
633	ComplexTool	fix		returns		fix(A)	
634	ComplexTool	fract		desc		小数部の抽出	
635	ComplexTool	fract		returns		fract(A)	
636	ComplexTool	ONE	static get	desc		1	
637	ComplexTool	ONE	static get	returns		1	
638	ComplexTool	TWO	static get	desc		2	2
639	ComplexTool	TWO	static get	returns		2	
640	ComplexTool	TEN	static get	desc		10	
641	ComplexTool	TEN	static get	returns		10	
642	ComplexTool	ZERO	static get	desc		0	0
643	ComplexTool	ZERO	static get	returns		0	
644	ComplexTool	MINUS_ONE	static get	desc		-1	
645	ComplexTool	MINUS_ONE	static get	returns		-1	
646	ComplexTool	I	static get	desc		"i, j"	
647	ComplexTool	I	static get	returns		i	
648	ComplexTool	PI	static get	desc		PI	
649	ComplexTool	PI	static get	returns		3.14...	
650	ComplexTool	E	static get	desc		E	
651	ComplexTool	E	static get	returns		2.71...	
652	ComplexTool	LN2	static get	desc		LN2	
653	ComplexTool	LN2	static get	returns		ln(2)	
654	ComplexTool	LN10	static get	desc		LN10	
655	ComplexTool	LN10	static get	returns		ln(10)	
656	ComplexTool	LOG2E	static get	desc		LOG2E	
657	ComplexTool	LOG2E	static get	returns		log_2(e)	
658	ComplexTool	LOG10E	static get	desc		LOG10E	
659	ComplexTool	LOG10E	static get	returns		log_10(e)	
660	ComplexTool	SQRT2	static get	desc		SQRT2	
661	ComplexTool	SQRT2	static get	returns		sqrt(2)	
662	ComplexTool	SQRT1_2	static get	desc		SQRT1_2	
663	ComplexTool	SQRT1_2	static get	returns		sqrt(0.5)	
664	ComplexTool	HALF	static get	desc		0.5	
665	ComplexTool	HALF	static get	returns		0.5	
666	ComplexTool	POSITIVE_INFINITY	static get	desc		正の無限大	
667	ComplexTool	POSITIVE_INFINITY	static get	returns		Infinity	
668	ComplexTool	NEGATIVE_INFINITY	static get	desc		負の無限大	
669	ComplexTool	NEGATIVE_INFINITY	static get	returns		-Infinity	
670	ComplexTool	NaN	static get	desc		非数	
671	ComplexTool	NaN	static get	returns		NaN	
672	ComplexTool	DEFINE	const	desc		内部で使用する定数値	
673	ComplexTool	ZERO		desc		0	0
674	ComplexTool	ONE		desc		1	
675	ComplexTool	TWO		desc		2	2
676	ComplexTool	TEN		desc		10	
677	ComplexTool	MINUS_ONE		desc		-1	
678	ComplexTool	I		desc		i	
679	ComplexTool	PI		desc		PI	
680	ComplexTool	E		desc		E	
681	ComplexTool	LN2		desc		ln2	
682	ComplexTool	LN10		desc		ln10	
683	ComplexTool	LOG2E		desc		log_2(e)	
684	ComplexTool	LOG10E		desc		log_10(e)	
685	ComplexTool	SQRT2		desc		sqrt(2)	
686	ComplexTool	SQRT1_2		desc		sqrt(0.5)	
687	ComplexTool	HALF		desc		0.5	
688	ComplexTool	POSITIVE_INFINITY		desc		Infinity	
689	ComplexTool	NEGATIVE_INFINITY		desc		-Infinity	
690	ComplexTool	NaN		desc		NaN	
691	MatrixTool	MatrixTool	class	desc		Matrix 内で使用する関数群	
692	MatrixTool	toPositionArrayFromObject	static	desc		行列の位置を指定するデータから、実際の値を作成	Create actual values from data specifying matrix position.
693	MatrixTool	toPositionArrayFromObject	static	param	data	調査する値	
694	MatrixTool	toPositionArrayFromObject	static	param	max	""":""が指定された時に初期化する配列の長さ"	
695	MatrixTool	toPositionArrayFromObject	static	param	geta	""":""が指定された時に初期化する値のオフセット"	
696	MatrixTool	toPositionArrayFromObject	static	returns	geta		
697	MatrixTool	match2	static	desc		対象ではないregexpの情報以外も抽出match	
698	MatrixTool	match2	static	param	text	検索対象	
699	MatrixTool	match2	static	param	regexp	検索したい正規表現	
700	MatrixTool	match2	static	returns	regexp		
701	MatrixTool	trimBracket	static	desc		ブラケットに囲まれていた場合に、前後のブラケットを除去	Removed front and back brackets when enclosed by brackets.
702	MatrixTool	trimBracket	static	param	text	ブラケットを除去したい文字	
703	MatrixTool	trimBracket	static	returns	text	除去した文字列（ブラケットがない場合は、null）	
704	MatrixTool	toMatrixArrayFromStringForArrayJSON	static	desc		JSONで定義された文字列データからMatrix型のデータを作成する	Create Matrix type data from string data defined in JSON.
705	MatrixTool	toMatrixArrayFromStringForArrayJSON	static	param	text	"調査したい文字列([xx,xx,xx],[xx,xx,xx])"	
706	MatrixTool	toMatrixArrayFromStringForArrayJSON	static	returns	text	Matrix型で使用される内部の配列	
707	MatrixTool	InterpolationCalculation	static	desc		初期値と差分値と最終値から、その値が入った配列を作成する	
708	MatrixTool	InterpolationCalculation	static	param	from	最初の値	
709	MatrixTool	InterpolationCalculation	static	param	delta	差分	
710	MatrixTool	InterpolationCalculation	static	param	to	繰り返す先の値	
711	MatrixTool	InterpolationCalculation	static	param	is_include_last_number	最後の値を含めるか否か	
712	MatrixTool	InterpolationCalculation	static	returns	is_include_last_number		
713	MatrixTool	toArrayFromMatch2String	static	desc		match2で文字列を切り分けたデータから数値の配列を作成する	Create an array of numbers from data separated by match2.
714	MatrixTool	toArrayFromMatch2String	static	param	match2_string	文字列を切り分けたデータ	
715	MatrixTool	toArrayFromMatch2String	static	returns	match2_string		
716	MatrixTool	toArrayFromString	static	desc		"文字列からMatrix型の行列データの行部分に変換
数字のような部分を抽出することで、行列を推定する"	"Convert string to row part of matrix type matrix data.
Estimate the matrix by extracting parts like numbers."
717	MatrixTool	toArrayFromString	static	param	row_text	行列の1行を表す文字列	
718	MatrixTool	toArrayFromString	static	returns	row_text		
719	MatrixTool	toMatrixArrayFromStringForArraySPACE	static	desc		スペース区切りなどで文字列で定義された文字列データからMatrix型のデータを作成する	Create Matrix type data from string data defined by character string with space separation etc.
720	MatrixTool	toMatrixArrayFromStringForArraySPACE	static	param	text	調査したい文字列	
721	MatrixTool	toMatrixArrayFromStringForArraySPACE	static	returns	text	Matrix型で使用される内部の配列	
722	MatrixTool	toMatrixArrayFromStringInBracket	static	desc		行列用の文字列データから構成されるMatrix型のデータを作成する	Create Matrix type data composed of string data for matrix.
723	MatrixTool	toMatrixArrayFromStringInBracket	static	param	text	調査したい文字列	
724	MatrixTool	toMatrixArrayFromStringInBracket	static	returns	text	Matrix型で使用される内部の配列	
725	MatrixTool	toMatrixArrayFromString	static	desc		文字列データからMatrix型のデータを作成する	Create Matrix type data from string data.
726	MatrixTool	toMatrixArrayFromString	static	param	text	調査したい文字列	
727	MatrixTool	toMatrixArrayFromString	static	returns	text	Matrix型で使用される内部の配列	
728	MatrixTool	isCorrectMatrixArray	static	desc		Matrix型内部データが行列データとして正しいかを調べる	
729	MatrixTool	isCorrectMatrixArray	static	param	m_array		
730	MatrixTool	isCorrectMatrixArray	static	returns	m_array		
731	MatrixTool	export		desc		複素行列クラス (immutable)	
732	MatrixTool	constructor		desc		"複素行列を作成
引数は次のタイプをとれます
・4 				整数や実数
・""1 + j""		文字列で複素数をわたす
・[1,2]			1次元配列
・[[1,2],[3,4]]	行列
・[""1+j"", ""2+j""]	複素数を含んだ行列
・""[1 1:0.5:3]""		MATLAB/Octave/Scilab互換"	
733	MatrixTool	constructor		param	number	"行列データ( ""1 + j"", [1 , 1] など)"	
734	MatrixTool	this.matrix_array		desc		行列を構成する配列	An array of elements in the matrix.
735	MatrixTool	this.row_length		desc		行数	The number of rows in a matrix.
736	MatrixTool	this.column_length		desc		列数	The number of columns in a matrix.
737	MatrixTool	this.string_cash		desc		文字列化したデータを記録するキャッシュ	A cache that records data converted to a string.
738	MatrixTool	create	static	desc		Matrix を作成	
739	MatrixTool	create	static	param	number		
740	MatrixTool	create	static	returns	number		
741	MatrixTool	valueOf	static	desc		指定した数値から Matrix 型に変換	Convert number to Matrix type.
742	MatrixTool	valueOf	static	param	number		
743	MatrixTool	valueOf	static	returns	number		
744	MatrixTool	_toMatrix	static	desc		行列を作成	
745	MatrixTool	_toMatrix	static	param	number		
746	MatrixTool	_toMatrix	static	returns	number		
747	MatrixTool	_toComplex	static	desc		複素数を作成	
748	MatrixTool	_toComplex	static	param	number		
749	MatrixTool	_toComplex	static	returns	number		
750	MatrixTool	_toDouble	static	desc		実数を作成	
751	MatrixTool	_toDouble	static	param	number		
752	MatrixTool	_toDouble	static	returns	number		
753	MatrixTool	_toInteger	static	desc		整数を作成	
754	MatrixTool	_toInteger	static	param	number		
755	MatrixTool	_toInteger	static	returns	number		
756	MatrixTool	_clearCash		desc		キャッシュを削除	
757	MatrixTool	clone		desc		ディープコピー	
758	MatrixTool	clone		returns			
759	MatrixTool	toString		desc		文字列化	Convert to string.
760	MatrixTool	toString		returns			
761	MatrixTool	toOneLineString		desc		1行で文字列化	Convert to string in one line.
762	MatrixTool	toOneLineString		returns			
763	MatrixTool	equals		desc		等式	
764	MatrixTool	equals		param	number		
765	MatrixTool	equals		param	epsilon	誤差	
766	MatrixTool	equals		returns	epsilon	A === B	
767	MatrixTool	getNumberMatrixArray		desc		行列を構成する複素数の実部の配列	
768	MatrixTool	getNumberMatrixArray		returns			
769	MatrixTool	getComplexMatrixArray		desc		行列を構成する複素数のComplex型の配列	
770	MatrixTool	getComplexMatrixArray		returns			
771	MatrixTool	_each		desc		"本オブジェクト内の全要素に同一処理を実行
ミュータブル"	
772	MatrixTool	_each		param	eachfunc	"Function(num, row, col)"	
773	MatrixTool	_each		returns	eachfunc	処理実行後の行列	
774	MatrixTool	cloneMatrixDoEachCalculation		desc		本オブジェクト内の全要素に同一処理を実行	
775	MatrixTool	cloneMatrixDoEachCalculation		param	eachfunc	"Function(num, row, col)"	
776	MatrixTool	cloneMatrixDoEachCalculation		returns	eachfunc	処理実行後の行列	
777	MatrixTool	createMatrixDoEachCalculation	static	desc		行列内の各値に対して指定した初期化を行ったMatrixを作成	
778	MatrixTool	createMatrixDoEachCalculation	static	param	eachfunc	"Function(row, col)"	
779	MatrixTool	createMatrixDoEachCalculation	static	param	dimension	次元数	
780	MatrixTool	createMatrixDoEachCalculation	static	param	column_length	列数	
781	MatrixTool	createMatrixDoEachCalculation	static	returns	column_length	処理実行後の行列	
782	MatrixTool	eachVectorAuto		desc		行列の列をベクトルとみなし同一処理を実行、行ベクトルであれば行ベクトルに対し同一処理を実行	
783	MatrixTool	eachVectorAuto		param	array_function	Function(array)	
784	MatrixTool	eachVectorAuto		returns	array_function	処理実行後の行列	
785	MatrixTool	eachVectorBoth		desc		"行列の行と列をベクトルとみなし同一処理を実行
先に行に対して同一処理を実行後の行列に対し、列ごとにさらに同一処理を実行する"	
786	MatrixTool	eachVectorBoth		param	array_function	Function(array)	
787	MatrixTool	eachVectorBoth		returns	array_function	処理実行後の行列	
788	MatrixTool	eachVectorRow		desc		行列の行をベクトルとみなし同一処理を実行	
789	MatrixTool	eachVectorRow		param	array_function	Function(array)	
790	MatrixTool	eachVectorRow		returns	array_function	処理実行後の行列	
791	MatrixTool	eachVectorColumn		desc		行列の列をベクトルとみなし同一処理を実行	
792	MatrixTool	eachVectorColumn		param	array_function	Function(array)	
793	MatrixTool	eachVectorColumn		returns	array_function	処理実行後の行列	
794	MatrixTool	eachVector		desc		引数に設定された行／列をベクトルとみなし同一処理を実行	
795	MatrixTool	eachVector		param	array_function	Function(array)	
796	MatrixTool	eachVector		param	dimtype	"0/""auto"", 1/""row"", 2/""column"", 3/""both"""	
797	MatrixTool	eachVector		returns	dimtype	処理実行後の行列	
798	MatrixTool	getMatrix		desc		行列内の指定した箇所の行列	
799	MatrixTool	getMatrix		param	row	"抽出する行番号が入ったベクトル,"":""で全ての行抽出"	
800	MatrixTool	getMatrix		param	col	"抽出する列番号が入ったベクトル,"":""で全ての列抽出"	
801	MatrixTool	getMatrix		param	isUpOffset	位置のオフセットを1にするか	
802	MatrixTool	getMatrix		returns	isUpOffset		
803	MatrixTool	setMatrix		desc		行列内の指定した箇所の値を変更する	
804	MatrixTool	setMatrix		param	row	"変更する行番号が入ったベクトル,"":""で全ての行抽出"	
805	MatrixTool	setMatrix		param	col	"変更する列番号が入ったベクトル,"":""で全ての列抽出"	
806	MatrixTool	setMatrix		param	replace	変更内容の行列	
807	MatrixTool	setMatrix		param	isUpOffset	位置のオフセットを1にするか	
808	MatrixTool	setMatrix		returns	isUpOffset		
809	MatrixTool	getComplex		desc		行列内の指定した箇所の値	
810	MatrixTool	getComplex		param	row_or_pos	"行列なら行番号, ベクトルの場合は値の位置番号"	
811	MatrixTool	getComplex		param	col	列番号（行列の場合は指定する）	
812	MatrixTool	getComplex		returns	col		
813	MatrixTool	intValue	get	desc		行列の最初の要素の整数値	
814	MatrixTool	intValue	get	returns			
815	MatrixTool	doubleValue	get	desc		行列の最初の要素の実数値	
816	MatrixTool	doubleValue	get	returns			
817	MatrixTool	scalar	get	desc		行列の最初の要素	
818	MatrixTool	scalar	get	returns			
819	MatrixTool	length	get	desc		行数及び列数の最大値	
820	MatrixTool	length	get	returns			
821	MatrixTool	norm1	get	desc		1ノルム	
822	MatrixTool	norm1	get	returns			
823	MatrixTool	norm2	get	desc		2ノルム	
824	MatrixTool	norm2	get	returns			
825	MatrixTool	norm		desc		pノルム	
826	MatrixTool	norm		param	p		
827	MatrixTool	norm		returns	p		
828	MatrixTool	cond		desc		条件数	
829	MatrixTool	cond		param	p		
830	MatrixTool	cond		returns	p		
831	MatrixTool	rcond		desc		1ノルムの条件数の逆数	
832	MatrixTool	rcond		returns			
833	MatrixTool	rank		desc		ランク	
834	MatrixTool	rank		param	epsilon	誤差	
835	MatrixTool	rank		returns	epsilon	rank(A)	
836	MatrixTool	trace		desc		トレース	"Trace of a matrix.
Sum of diagonal elements."
837	MatrixTool	trace		returns		trace(A)	
838	MatrixTool	det		desc		行列式	
839	MatrixTool	det		returns		|A|	
840	MatrixTool	memset	static	desc		指定した数値で初期化	
841	MatrixTool	memset	static	param	number	初期値	
842	MatrixTool	memset	static	param	dimension	次元数	
843	MatrixTool	memset	static	param	column_length	列数	
844	MatrixTool	memset	static	returns	column_length		
845	MatrixTool	eye	static	desc		単位行列を生成	
846	MatrixTool	eye	static	param	dimension	次元数	
847	MatrixTool	eye	static	param	column_length	列数	
848	MatrixTool	eye	static	returns	column_length		
849	MatrixTool	zeros	static	desc		零行列を生成	Create zero matrix.
850	MatrixTool	zeros	static	param	dimension	次元数	
851	MatrixTool	zeros	static	param	column_length	列数	
852	MatrixTool	zeros	static	returns	column_length		
853	MatrixTool	ones	static	desc		1で構成した行列を生成	
854	MatrixTool	ones	static	param	dimension	次元数	
855	MatrixTool	ones	static	param	column_length	列数	
856	MatrixTool	ones	static	returns	column_length		
857	MatrixTool	rand	static	desc		乱数で構成した行列を生成	
858	MatrixTool	rand	static	param	dimension	次元数	
859	MatrixTool	rand	static	param	column_length	列数	
860	MatrixTool	rand	static	returns	column_length		
861	MatrixTool	randn	static	desc		正規分布に従う乱数で構成した行列を生成	
862	MatrixTool	randn	static	param	dimension	次元数	
863	MatrixTool	randn	static	param	column_length	列数	
864	MatrixTool	randn	static	returns	column_length		
865	MatrixTool	diag		desc		行列なら対角成分を列ベクトルを生成、ベクトルなら対角成分を持つ行列を生成	
866	MatrixTool	diag		returns		行列なら対角成分を列ベクトルを生成、ベクトルなら対角成分を持つ行列を生成	
867	MatrixTool	isScalar		desc		スカラー値の判定	
868	MatrixTool	isScalar		returns			
869	MatrixTool	isRow		desc		行ベクトル／横ベクトルの判定	
870	MatrixTool	isRow		returns			
871	MatrixTool	isColumn		desc		列ベクトル／縦ベクトルの判定	
872	MatrixTool	isColumn		returns			
873	MatrixTool	isVector		desc		ベクトルの判定	
874	MatrixTool	isVector		returns			
875	MatrixTool	isMatrix		desc		行列の判定	
876	MatrixTool	isMatrix		returns			
877	MatrixTool	isSquare		desc		正方行列の判定	
878	MatrixTool	isSquare		returns			
879	MatrixTool	isReal		desc		実行列の判定	
880	MatrixTool	isReal		param	epsilon	誤差	
881	MatrixTool	isReal		returns	epsilon		
882	MatrixTool	isComplex		desc		複素行列の判定	
883	MatrixTool	isComplex		param	epsilon	誤差	
884	MatrixTool	isComplex		returns	epsilon		
885	MatrixTool	isZeros		desc		零行列を判定	
886	MatrixTool	isZeros		param	epsilon	誤差	
887	MatrixTool	isZeros		returns	epsilon		
888	MatrixTool	isIdentity		desc		単位行列を判定	
889	MatrixTool	isIdentity		param	epsilon	誤差	
890	MatrixTool	isIdentity		returns	epsilon		
891	MatrixTool	isDiagonal		desc		対角行列を判定	
892	MatrixTool	isDiagonal		param	epsilon	誤差	
893	MatrixTool	isDiagonal		returns	epsilon		
894	MatrixTool	isTridiagonal		desc		三重対角行列を判定	
895	MatrixTool	isTridiagonal		param	epsilon	誤差	
896	MatrixTool	isTridiagonal		returns	epsilon		
897	MatrixTool	isRegular		desc		正則行列を判定	
898	MatrixTool	isRegular		param	epsilon	誤差	
899	MatrixTool	isRegular		returns	epsilon		
900	MatrixTool	isOrthogonal		desc		直行行列を判定	
901	MatrixTool	isOrthogonal		param	epsilon	誤差	
902	MatrixTool	isOrthogonal		returns	epsilon		
903	MatrixTool	isUnitary		desc		ユニタリ行列を判定	
904	MatrixTool	isUnitary		param	epsilon	誤差	
905	MatrixTool	isUnitary		returns	epsilon		
906	MatrixTool	isSymmetric		desc		対称行列を判定	
907	MatrixTool	isSymmetric		param	epsilon	誤差	
908	MatrixTool	isSymmetric		returns	epsilon		
909	MatrixTool	isHermitian		desc		エルミート行列を判定	
910	MatrixTool	isHermitian		param	epsilon	誤差	
911	MatrixTool	isHermitian		returns	epsilon		
912	MatrixTool	isTriangleUpper		desc		上三角行列を判定	
913	MatrixTool	isTriangleUpper		param	epsilon	誤差	
914	MatrixTool	isTriangleUpper		returns	epsilon		
915	MatrixTool	isTriangleLower		desc		下三角行列を判定	
916	MatrixTool	isTriangleLower		param	epsilon	誤差	
917	MatrixTool	isTriangleLower		returns	epsilon		
918	MatrixTool	isPermutation		desc		置換行列を判定	
919	MatrixTool	isPermutation		param	epsilon	誤差	
920	MatrixTool	isPermutation		returns	epsilon		
921	MatrixTool	size		desc		行列の行数と列数	
922	MatrixTool	size		returns		[row_length column_length]	
923	MatrixTool	compareTo		desc		"値同士を比較
スカラー同士の場合の戻り値は、number型。
行列同士の場合は、各項の比較結果が入った、Matrix型。"	
924	MatrixTool	compareTo		param	number		
925	MatrixTool	compareTo		param	epsilon	誤差	
926	MatrixTool	compareTo		returns	epsilon	A > B ? 1 : (A === B ? 0 : -1)	
927	MatrixTool	add		desc		加算	
928	MatrixTool	add		param	number		
929	MatrixTool	add		returns	number	A + B	
930	MatrixTool	sub		desc		減算	
931	MatrixTool	sub		param	number		
932	MatrixTool	sub		returns	number	A - B	
933	MatrixTool	mul		desc		乗算	
934	MatrixTool	mul		param	number		
935	MatrixTool	mul		returns	number	A * B	
936	MatrixTool	div		desc		割り算	
937	MatrixTool	div		param	number		
938	MatrixTool	div		returns	number	A / B	
939	MatrixTool	pow		desc		整数での累乗	
940	MatrixTool	pow		param	number	整数	
941	MatrixTool	pow		returns	number	"pow(A, B)"	
942	MatrixTool	nmul		desc		行列の各項ごとの掛け算	
943	MatrixTool	nmul		param	number		
944	MatrixTool	nmul		returns	number	A .* B	
945	MatrixTool	ndiv		desc		行列の各項ごとの割り算	
946	MatrixTool	ndiv		param	number		
947	MatrixTool	ndiv		returns	number	A ./ B	
948	MatrixTool	ninv		desc		行列の各項ごとの逆数	
949	MatrixTool	ninv		returns		1 ./ A	
950	MatrixTool	npow		desc		行列の各項ごとの累乗	
951	MatrixTool	npow		param	number		
952	MatrixTool	npow		returns	number	A .^ B	
953	MatrixTool	real		desc		各項の実部	
954	MatrixTool	real		returns		real(A)	
955	MatrixTool	imag		desc		各項の虚部	
956	MatrixTool	imag		returns		imag(A)	
957	MatrixTool	arg		desc		各項の偏角	
958	MatrixTool	arg		returns		arg(A)	
959	MatrixTool	sign		desc		各項の符号値	
960	MatrixTool	sign		returns		"[-1,1] 複素数の場合はノルムを1にした値。"	
961	MatrixTool	testInteger		desc		各項の整数を判定	
962	MatrixTool	testInteger		param	epsilon	誤差	
963	MatrixTool	testInteger		returns	epsilon	1 or 0 で構成された行列	
964	MatrixTool	testComplexInteger		desc		各項の複素整数を判定	
965	MatrixTool	testComplexInteger		param	epsilon	誤差	
966	MatrixTool	testComplexInteger		returns	epsilon	1 or 0 で構成された行列	
967	MatrixTool	testZero		desc		各項の 0 を判定	
968	MatrixTool	testZero		param	epsilon	誤差	
969	MatrixTool	testZero		returns	epsilon	1 or 0 で構成された行列	
970	MatrixTool	testOne		desc		各項の 1 を判定	
971	MatrixTool	testOne		param	epsilon	誤差	
972	MatrixTool	testOne		returns	epsilon	1 or 0 で構成された行列	
973	MatrixTool	testComplex		desc		各項の複素数を判定	
974	MatrixTool	testComplex		param	epsilon	誤差	
975	MatrixTool	testComplex		returns	epsilon	1 or 0 で構成された行列	
976	MatrixTool	testReal		desc		各項の実数を判定	
977	MatrixTool	testReal		param	epsilon	誤差	
978	MatrixTool	testReal		returns	epsilon	1 or 0 で構成された行列	
979	MatrixTool	testNaN		desc		各項の非数を判定	
980	MatrixTool	testNaN		returns		1 or 0 で構成された行列	
981	MatrixTool	testPositive		desc		real(x) > 0	
982	MatrixTool	testPositive		returns		1 or 0 で構成された行列	
983	MatrixTool	testNegative		desc		real(x) < 0	
984	MatrixTool	testNegative		returns		1 or 0 で構成された行列	
985	MatrixTool	testNotNegative		desc		real(x) >= 0	
986	MatrixTool	testNotNegative		returns		1 or 0 で構成された行列	
987	MatrixTool	testInfinite		desc		各項の無限を判定	
988	MatrixTool	testInfinite		returns		1 or 0 で構成された行列	
989	MatrixTool	testFinite		desc		各項の有限数を判定	
990	MatrixTool	testFinite		returns		1 or 0 で構成された行列	
991	MatrixTool	abs		desc		絶対値	
